ï»¿finess_et,raison_sociale,voie,adresse_complete,num_tel,num_fax,type_etablissement,date_ouverture,lat,lng,wgs84,COMMUNE,comune
920015849,CMP 92I05 ADOLESCENTS,DE LA RÃ‰PUBLIQUE,11 R DE LA RÃ‰PUBLIQUE,146290690,146290697,Autres Etablissements de Lutte contre les Maladies Mentales,39086,48.8104118,2.2364575,"48.8104118, 2.2364575",MEUDON,http://www.wikidata.org/entity/Q234735
950006049,CMP PERI,GABRIEL PERI,40 R GABRIEL PERI,134441616,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,49.0011178,2.2401692,"49.0011178, 2.2401692",LE PLESSIS BOUCHARD,http://www.wikidata.org/entity/Q246516
920813862,USLD CH DE PUTEAUX,RICHARD WALLACE,1 BD RICHARD WALLACE,141183000,141183022,Etablissements de Soins de Longue DurÃ©e,33168,48.8787546,2.2419782,"48.8787546, 2.2419782",PUTEAUX,http://www.wikidata.org/entity/Q234743
920300191,CLINIQUE MARCEL SEMBAT C.C.B.B.,VICTOR HUGO,105 AV VICTOR HUGO,147119999,147119935,Etablissements de Soins de Courte DurÃ©e,24108,48.8354399,2.2446782,"48.8354399, 2.2446782",BOULOGNE BILLANCOURT,http://www.wikidata.org/entity/Q172455
950807800,CENTRE DE LONG SEJOUR DU CH ARGENTEUIL,DU LT COL. PRUDHON,69 R DU LT COL. PRUDHON,134232707,134232774,Etablissements de Soins de Longue DurÃ©e,33053,48.947411,2.2489499,"48.947411, 2.2489499",ARGENTEUIL,http://www.wikidata.org/entity/Q181946
920170081,H.J. ATELIER THERAP ELAN RETROUVE,MARCELIN BERTHELOT,23 R MARCELIN BERTHELOT,141192230,146137636,Autres Etablissements de Lutte contre les Maladies Mentales,26219,48.9285559,2.2562995,"48.9285559, 2.2562995",COLOMBES,http://www.wikidata.org/entity/Q174002
750005878,CATTP NIOX,GÃ‰NÃ‰RAL NIOX,11 R GÃ‰NÃ‰RAL NIOX,145258545,,Autres Etablissements de Lutte contre les Maladies Mentales,35439,48.8367474,2.2625375,"48.8367474, 2.2625375",PARIS,http://www.wikidata.org/entity/Q90
910808476,ANTENNE DE CONSULTATIONS PSYCHOTHERAP,METRO CHARONNE,1B R METRO CHARONNE,169205825,169205825,Etablissements de Soins de Longue DurÃ©e,1556,48.7330963,2.2641425,"48.7330963, 2.2641425",MASSY,http://www.wikidata.org/entity/Q274249
910808476,ANTENNE DE CONSULTATIONS PSYCHOTHERAP,METRO CHARONNE,1B R METRO CHARONNE,169205825,169205825,Etablissements de Soins de Longue DurÃ©e,1556,48.7330963,2.2641425,"48.7330963, 2.2641425",MASSY,http://www.wikidata.org/entity/Q1418877
910808476,ANTENNE DE CONSULTATIONS PSYCHOTHERAP,METRO CHARONNE,1B R METRO CHARONNE,169205825,169205825,Etablissements de Soins de Longue DurÃ©e,1556,48.7330963,2.2641425,"48.7330963, 2.2641425",MASSY,http://www.wikidata.org/entity/Q1463067
750100299,GPE HOSP. STE PERINE / LAGACHE AP-HP,CHARDON LAGACHE,11 R CHARDON LAGACHE,144963131,144963161,Centres Hospitaliers RÃ©gionaux,1556,48.8449824,2.2668309,"48.8449824, 2.2668309",PARIS,http://www.wikidata.org/entity/Q90
750809576,CLINIQUE DENTAIRE STE-PERINE AP-HP,MIRABEAU,49 R MIRABEAU,144963131,,Centres Hospitaliers RÃ©gionaux,1556,48.8455671,2.2681367,"48.8455671, 2.2681367",PARIS,http://www.wikidata.org/entity/Q90
920300480,CLINIQUE DU PARC DE VANVES,DU GENERAL DE GAULLE,60 AV DU GENERAL DE GAULLE,141467575,141467500,Etablissements de Soins de Suite et de RÃ©adaptation,25569,48.8201113,2.2794778,"48.8201113, 2.2794778",ISSY LES MOULINEAUX,http://www.wikidata.org/entity/Q135265
950300152,CLINIQUE MIRABEAU MONT D'EAUBONNE,DE PARIS,37 AV DE PARIS,134271212,139592839,Etablissements de Soins de Suite et de RÃ©adaptation,23743,48.9917583,2.2865646,"48.9917583, 2.2865646",EAUBONNE,http://www.wikidata.org/entity/Q240771
920024379,CATTP LEVALLOIS,DU PRÃ‰SIDENT WILSON,86 R DU PRÃ‰SIDENT WILSON,,,Autres Etablissements de Lutte contre les Maladies Mentales,39987,48.8948674,2.2880522,"48.8948674, 2.2880522",LEVALLOIS PERRET,http://www.wikidata.org/entity/Q166640
920810652,CMP 92I06 ENFANTS,ARISTIDE BRIAND,1B R ARISTIDE BRIAND,146441053,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8185224,2.2892309,"48.8185224, 2.2892309",VANVES,http://www.wikidata.org/entity/Q234728
920023868,CMP 92I06 ENFANTS ET ADOLESCENTS,AVAULEE,5 R AVAULEE,146555666,,Autres Etablissements de Lutte contre les Maladies Mentales,39814,48.8164734,2.2922346,"48.8164734, 2.2922346",MALAKOFF,http://www.wikidata.org/entity/Q253721
750170243,H. JOUR GOMBAULT-DARNAUD,BAYEN,24 R BAYEN,140687000,140687022,Autres Etablissements de Lutte contre les Maladies Mentales,23224,48.8806133,2.2941411,"48.8806133, 2.2941411",PARIS,http://www.wikidata.org/entity/Q90
920140043,HDJ / CMP / CATTP 92G21,PROSPER LEGOUTE,79 R PROSPER LEGOUTE,155590730,155590738,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,28134,48.7446642,2.2961096,"48.7446642, 2.2961096",ANTONY,http://www.wikidata.org/entity/Q205592
910012749,CMP CURIE,PIERRE ET MARIE CURIE,142 R PIERRE ET MARIE CURIE,164487078,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38728,48.6885286,2.2961879,"48.6885286, 2.2961879",LONGJUMEAU,http://www.wikidata.org/entity/Q219045
920710951,CTRE PSYCHOTHERAPIQUE DE JOUR FONTENAY,GABRIEL PERI,45 AV GABRIEL PERI,146612805,146612820,Autres Etablissements de Lutte contre les Maladies Mentales,27663,48.7886696,2.2988508,"48.7886696, 2.2988508",FONTENAY AUX ROSES,http://www.wikidata.org/entity/Q269166
910300177,CLINIQUE DE L'YVETTE,DE CORBEIL,67 RTE DE CORBEIL,169103030,169103133,Etablissements de Soins de Courte DurÃ©e,23836,48.6887759,2.3023499,"48.6887759, 2.3023499",LONGJUMEAU,http://www.wikidata.org/entity/Q219045
750711921,CLINIQUE COURCELLES-HAUSSMANN,DE COURCELLES,37 R DE COURCELLES,145625890,156434383,Etablissements de Soins de Courte DurÃ©e,26294,48.8755357,2.3086774,"48.8755357, 2.3086774",PARIS,http://www.wikidata.org/entity/Q90
920809852,CTRE LONG SEJOUR FONDATION ROGUET,GEORGES BOISSEAU,58 R GEORGES BOISSEAU,141404600,141404749,Etablissements de Soins de Longue DurÃ©e,31473,48.9068165,2.3134686,"48.9068165, 2.3134686",CLICHY,http://www.wikidata.org/entity/Q201982
750813610,HOPITAL DE JOUR MONTPARNASSE,DU MONTPARNASSE,40 BD DU MONTPARNASSE,142221800,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,30305,48.8448607,2.3203717,"48.8448607, 2.3203717",PARIS,http://www.wikidata.org/entity/Q90
750042012,CENTRE ALÃ‰SIA,D'ALÃ‰SIA,145B R D'ALÃ‰SIA,145450956,145431877,Autres Etablissements de Lutte contre les Maladies Mentales,36504,48.8299483,2.3206472,"48.8299483, 2.3206472",PARIS,http://www.wikidata.org/entity/Q90
750170268,HOPITAL DE JOUR  L'ETINCELLE,DE SAINT-OUEN,146 AV DE SAINT-OUEN,146278031,142299143,Autres Etablissements de Lutte contre les Maladies Mentales,22934,48.8968974,2.3290195,"48.8968974, 2.3290195",PARIS,http://www.wikidata.org/entity/Q90
750830580,CMP ENFANTS JOURDAN  IMM,JOURDAN,42 BD JOURDAN,156616917,,Autres Etablissements de Lutte contre les Maladies Mentales,33332,48.8218125,2.3325274,"48.8218125, 2.3325274",PARIS,http://www.wikidata.org/entity/Q90
750100182,GPE HOSP COCHIN-SAINT VINCENT DE PAUL,DENFERT-ROCHEREAU,82 AV DENFERT-ROCHEREAU,140488111,,Centres Hospitaliers RÃ©gionaux,1556,48.8359687,2.3338655,"48.8359687, 2.3338655",PARIS,http://www.wikidata.org/entity/Q90
750802258,CMP ENFANTS AP-HP BICHAT 75I12,RENE BINET,64 R RENE BINET,142550309,142522972,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8991572,2.3366828,"48.8991572, 2.3366828",PARIS,http://www.wikidata.org/entity/Q90
750022329,ACCUEIL THERAPEUTIQUE ADOLESCENTS,CLAUZEL,5 R CLAUZEL,144530739,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.8789746,2.3391798,"48.8789746, 2.3391798",PARIS,http://www.wikidata.org/entity/Q90
750033938,CMP NEY HOPITAL BICHAT,NEY,124 BD NEY,142590202,142597532,Autres Etablissements de Lutte contre les Maladies Mentales,39327,48.8978872,2.3408543,"48.8978872, 2.3408543",PARIS,http://www.wikidata.org/entity/Q90
750801441,HOPITAL BROCA AP-HP,PASCAL,54 R PASCAL,144083000,144083615,Centres Hospitaliers RÃ©gionaux,30111,48.8340632,2.347548,"48.8340632, 2.347548",PARIS,http://www.wikidata.org/entity/Q90
940804669,C.M.P. INFANTO-JUVENILE,BENSERADE,7 R BENSERADE,145478040,141241382,Autres Etablissements de Lutte contre les Maladies Mentales,23743,48.8104419,2.3478515,"48.8104419, 2.3478515",GENTILLY,http://www.wikidata.org/entity/Q640102
750008088,CENTRE VICTOR SMIRNOFF,SEBASTOPOL,22 BD SEBASTOPOL,142776231,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37653,48.8604368,2.3494433,"48.8604368, 2.3494433",PARIS,http://www.wikidata.org/entity/Q90
750006769,CENTRE DE L'HORLOGE,BRANTOME,14 R BRANTOME,142771580,140290114,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,34335,48.862438,2.353097,"48.862438, 2.353097",PARIS,http://www.wikidata.org/entity/Q90
750170524,HOPITAL DE JOUR POUR AD0LESCENT,ALBERT BAYET,13 R ALBERT BAYET,140774300,145832877,Autres Etablissements de Lutte contre les Maladies Mentales,38775,48.8306506,2.358756,"48.8306506, 2.358756",PARIS,http://www.wikidata.org/entity/Q90
750007049,CENTRE RIVOLI,RIVOLI,10 R RIVOLI,148879236,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,35796,48.8554689,2.3604543,"48.8554689, 2.3604543",PARIS,http://www.wikidata.org/entity/Q90
750170425,HOPITAL DE JOUR GERONTOPSYCHIATRIQUE,VINCENT AURIOL,155 BD VINCENT AURIOL,145843901,,Autres Etablissements de Lutte contre les Maladies Mentales,24505,48.8324153,2.3614805,"48.8324153, 2.3614805",PARIS,http://www.wikidata.org/entity/Q90
750003287,CMP ENFANTS OPÃ‰RA SAINT LAURENT,DE JEMMAPES,120 QU DE JEMMAPES,142000505,142393074,Autres Etablissements de Lutte contre les Maladies Mentales,35180,48.8751735,2.3641778,"48.8751735, 2.3641778",PARIS,http://www.wikidata.org/entity/Q90
940009798,CENTRE D'ACCUEIL THERAPEUT TPS PARTIEL,DE LA REPUBLIQUE,40 AV DE LA REPUBLIQUE,149792080,146750983,Autres Etablissements de Lutte contre les Maladies Mentales,39085,48.7624325,2.3666333,"48.7624325, 2.3666333",CHEVILLY LARUE,http://www.wikidata.org/entity/Q258757
750000069,UHME  LA POMME,CHARLES LAUTH,4 R CHARLES LAUTH,140375099,140372986,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,33973,48.8989806,2.3683833,"48.8989806, 2.3683833",PARIS,http://www.wikidata.org/entity/Q90
910300029,HOPITAL PRIVE ATHIS MONS/JULES VALLES,JULES VALLES,38 AV JULES VALLES,169544545,160480294,Etablissements de Soins de Courte DurÃ©e,20894,48.7001289,2.3761201,"48.7001289, 2.3761201",ATHIS MONS,http://www.wikidata.org/entity/Q244289
930005749,CENTRE MEDICO PSYCHOLOGIQUE,DE STALINGRAD,24 AV DE STALINGRAD,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.948062,2.3776972,"48.948062, 2.3776972",STAINS,http://www.wikidata.org/entity/Q258878
910007558,CATTP L'ANCRE,GEORGES SAND,8 R GEORGES SAND,169454943,,Autres Etablissements de Lutte contre les Maladies Mentales,33969,48.6895275,2.384712,"48.6895275, 2.384712",JUVISY SUR ORGE,http://www.wikidata.org/entity/Q752255
940804677,CMP INF-JUV LES TERRASSES,DES TERRASSES,10 PROM DES TERRASSES,145210480,146705398,Autres Etablissements de Lutte contre les Maladies Mentales,28491,48.813055,2.38822,"48.813055, 2.38822",IVRY SUR SEINE,http://www.wikidata.org/entity/Q193877
930140058,CENTRE DU PONT BLANC AUBERVILLIERS,DU PONT BLANC,17 R DU PONT BLANC,148337279,148330387,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9153373,2.3939819,"48.9153373, 2.3939819",AUBERVILLIERS,http://www.wikidata.org/entity/Q205632
750802498,CMP ADULTES BELLEVILLE,DE BELLEVILLE,213 R DE BELLEVILLE,142085792,142084208,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8752699,2.395214,"48.8752699, 2.395214",PARIS,http://www.wikidata.org/entity/Q90
750003196,CMP ADULTES DES CARDEURS,DES CARDEURS,13 SQ DES CARDEURS,143796355,143792476,Autres Etablissements de Lutte contre les Maladies Mentales,33604,48.858564,2.4074078,"48.858564, 2.4074078",PARIS,http://www.wikidata.org/entity/Q90
940000532,CENTRE JAURES 94G10 CHTN,TOUR JEAN JAURES,4 AV TOUR JEAN JAURES,148908385,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,1556,48.762541,2.4088759,"48.762541, 2.4088759",CHOISY LE ROI,http://www.wikidata.org/entity/Q212987
940808132,C.M.PSY.INFANTO-JUVENILE 94I04,DE LA REPUBLIQUE,65 AV DE LA REPUBLIQUE,145977318,,Autres Etablissements de Lutte contre les Maladies Mentales,25569,48.7317644,2.4121111,"48.7317644, 2.4121111",VILLENEUVE LE ROI,http://www.wikidata.org/entity/Q669715
930800974,CENTRE MEDICO PSYCH.G.ROULAUD,SALENGRO,R SALENGRO,148322851,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9189701,2.4369562,"48.9189701, 2.4369562",DRANCY,http://www.wikidata.org/entity/Q201348
930005939,CENTRE MEDICO PSYCHOLOGIQUE,VICTOIR BEAUSSE,19 R VICTOIR BEAUSSE,148584665,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.8671495,2.4440849,"48.8671495, 2.4440849",MONTREUIL,http://www.wikidata.org/entity/Q193370
930005939,CENTRE MEDICO PSYCHOLOGIQUE,VICTOIR BEAUSSE,19 R VICTOIR BEAUSSE,148584665,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.8671495,2.4440849,"48.8671495, 2.4440849",MONTREUIL,http://www.wikidata.org/entity/Q213344
930005939,CENTRE MEDICO PSYCHOLOGIQUE,VICTOIR BEAUSSE,19 R VICTOIR BEAUSSE,148584665,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.8671495,2.4440849,"48.8671495, 2.4440849",MONTREUIL,http://www.wikidata.org/entity/Q1139997
930005939,CENTRE MEDICO PSYCHOLOGIQUE,VICTOIR BEAUSSE,19 R VICTOIR BEAUSSE,148584665,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.8671495,2.4440849,"48.8671495, 2.4440849",MONTREUIL,http://www.wikidata.org/entity/Q1412936
940002561,CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL,HENRI SELLIER,3 SQ HENRI SELLIER,148908037,,Autres Etablissements de Lutte contre les Maladies Mentales,29587,48.7518388,2.445914,"48.7518388, 2.445914",CHOISY LE ROI,http://www.wikidata.org/entity/Q212987
910140037,HOPITAL PSYCHIATRIQUE L'EAU VIVE,DU GENERAL DE GAULLE,6 AV DU GENERAL DE GAULLE,169898700,160752969,Autres Etablissements de Lutte contre les Maladies Mentales,23095,48.6418733,2.4556862,"48.6418733, 2.4556862",SOISY SUR SEINE,http://www.wikidata.org/entity/Q578822
940700032,INSTITUT ROBERT MERLE D'AUBIGNE,DU PARC,2 R DU PARC,145108080,143826989,Etablissements de Soins de Suite et de RÃ©adaptation,25235,48.7511035,2.4649999,"48.7511035, 2.4649999",VALENTON,http://www.wikidata.org/entity/Q243077
940021041,CMP 94G01 FONTENAY,MOT,24 R MOT,148764745,,Autres Etablissements de Lutte contre les Maladies Mentales,33277,48.8463178,2.4695215,"48.8463178, 2.4695215",FONTENAY SOUS BOIS,http://www.wikidata.org/entity/Q193899
910007699,CMP CARNOT,CARNOT,10 AV CARNOT,160907746,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.611164,2.4751027,"48.611164, 2.4751027",CORBEIL ESSONNES,http://www.wikidata.org/entity/Q208812
940008899,CMP JOYEUSE,JOYEUSE,18 AV JOYEUSE,148896300,148896395,Autres Etablissements de Lutte contre les Maladies Mentales,26299,48.818783,2.4764719,"48.818783, 2.4764719",JOINVILLE LE PONT,http://www.wikidata.org/entity/Q609134
940001993,CENTRE D'ACCUEIL THERAPEUTIQUE,PASTEUR,63 R PASTEUR,143396461,143398545,Autres Etablissements de Lutte contre les Maladies Mentales,34708,48.7758041,2.477626,"48.7758041, 2.477626",BONNEUIL SUR MARNE,http://www.wikidata.org/entity/Q670957
930801410,CENTRE MEDICO PSYCHO.BLUM,LEON BLUM,21 AV LEON BLUM,148501951,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9152219,2.4788985,"48.9152219, 2.4788985",BONDY,http://www.wikidata.org/entity/Q237394
930006838,CENTRE D'ACCUEIL 48 HEURES,PROMENADE,13 VOI PROMENADE,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.906008,2.481875,"48.906008, 2.481875",BONDY,http://www.wikidata.org/entity/Q237394
930012299,CMP AULNAY NORD,DE ROISSY,7 CHE DE ROISSY,148668396,,Autres Etablissements de Lutte contre les Maladies Mentales,27395,48.9505355,2.4916961,"48.9505355, 2.4916961",AULNAY SOUS BOIS,http://www.wikidata.org/entity/Q192773
940007099,CATTP DE NOGENT 94G02,DE COULMIERS,66 R DE COULMIERS,148714072,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.8421002,2.4917923,"48.8421002, 2.4917923",NOGENT SUR MARNE,http://www.wikidata.org/entity/Q212274
910300300,HOPITAL PRIVE DU VAL D'YERRES,DE L'ABBAYE,31 AV DE L'ABBAYE,169484813,169482938,Etablissements de Soins de Courte DurÃ©e,23105,48.7125266,2.4961872,"48.7125266, 2.4961872",YERRES,http://www.wikidata.org/entity/Q319933
930012398,CMP CONRAD 93 I 04,CHARLES CONRAD,13 R CHARLES CONRAD,143858531,,Autres Etablissements de Lutte contre les Maladies Mentales,29587,48.9482996,2.523757,"48.9482996, 2.523757",SEVRAN,http://www.wikidata.org/entity/Q387630
940804511,CMP 94G04 VILLIERS,DE CHENNEVIERES,12 R DE CHENNEVIERES,149419393,,Autres Etablissements de Lutte contre les Maladies Mentales,33343,48.818832,2.5392128,"48.818832, 2.5392128",VILLIERS SUR MARNE,http://www.wikidata.org/entity/Q258636
940804511,CMP 94G04 VILLIERS,DE CHENNEVIERES,12 R DE CHENNEVIERES,149419393,,Autres Etablissements de Lutte contre les Maladies Mentales,33343,48.818832,2.5392128,"48.818832, 2.5392128",VILLIERS SUR MARNE,http://www.wikidata.org/entity/Q79600121
930020920,CLINIQUE PSY DE L'ALLIANCE,DE L'ORCHIDEE SAUVAGE,3 R DE L'ORCHIDEE SAUVAGE,,,Autres Etablissements de Lutte contre les Maladies Mentales,40940,48.9609951,2.5420743,"48.9609951, 2.5420743",VILLEPINTE,http://www.wikidata.org/entity/Q241064
930020920,CLINIQUE PSY DE L'ALLIANCE,DE L'ORCHIDEE SAUVAGE,3 R DE L'ORCHIDEE SAUVAGE,,,Autres Etablissements de Lutte contre les Maladies Mentales,40940,48.9609951,2.5420743,"48.9609951, 2.5420743",VILLEPINTE,http://www.wikidata.org/entity/Q843208
930000211,APPARTEMENT THERAPEUTIQUE CLICHY,VICTOR HUGO,443 AV VICTOR HUGO,143323863,,Autres Etablissements de Lutte contre les Maladies Mentales,34335,48.90758,2.5443273,"48.90758, 2.5443273",CLICHY SOUS BOIS,http://www.wikidata.org/entity/Q206931
930801006,CENTRE MEDICO-PSYCHOLOGIQUE,DU PRESSOIR,10 R DU PRESSOIR,143329290,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9212726,2.5453403,"48.9212726, 2.5453403",LIVRY GARGAN,http://www.wikidata.org/entity/Q180005
930815600,CENTRE MEDICO-PSYCHO.VEDRINES,JULES VERDRINE,1 ALL JULES VERDRINE,143302193,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.910899,2.546147,"48.910899, 2.546147",CLICHY SOUS BOIS,http://www.wikidata.org/entity/Q206931
940800774,HOPITAL DE JOUR 94G03 CHAMPIGNY,DU PARC,67 AV DU PARC,148802100,148806611,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,27173,48.8132748,2.5530621,"48.8132748, 2.5530621",CHAMPIGNY SUR MARNE,http://www.wikidata.org/entity/Q192378
930012539,APPARTEMENT THERAPEUTIQUE,DE L'EUROPE,1 AV DE L'EUROPE,149631076,,Autres Etablissements de Lutte contre les Maladies Mentales,35431,48.9573307,2.5576923,"48.9573307, 2.5576923",VILLEPINTE,http://www.wikidata.org/entity/Q241064
930012539,APPARTEMENT THERAPEUTIQUE,DE L'EUROPE,1 AV DE L'EUROPE,149631076,,Autres Etablissements de Lutte contre les Maladies Mentales,35431,48.9573307,2.5576923,"48.9573307, 2.5576923",VILLEPINTE,http://www.wikidata.org/entity/Q843208
930816962,CTRE GERIAT.LONG SEJOUR LES ORMES,JEAN MERMOZ,13 PL JEAN MERMOZ,145097000,145097001,Etablissements de Soins de Longue DurÃ©e,33239,48.901996,2.5717252,"48.901996, 2.5717252",MONTFERMEIL,http://www.wikidata.org/entity/Q237367
770011849,APPARTEMENT THERAPEUTIQUE,MENDES FRANCE,AV MENDES FRANCE,161107000,,Centres Hospitaliers,38353,48.5963045,2.5741925,"48.5963045, 2.5741925",MOISSY CRAMAYEL,http://www.wikidata.org/entity/Q839530
770700011,CENTRE READAPTATION FONCT COUBERT,DE LIVERDY,RTE DE LIVERDY,164422109,164422023,Etablissements de Soins de Suite et de RÃ©adaptation,29844,48.680505,2.7179443,"48.680505, 2.7179443",COUBERT,http://www.wikidata.org/entity/Q899322
770802890,CTRE MEDICO-PSYCHOLOGIQUE 77 I05,HENRI DUNANT,AV HENRI DUNANT,160251109,160441375,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9465009,2.8966667,"48.9465009, 2.8966667",MEAUX,http://www.wikidata.org/entity/Q207620
780801502,HOPITAL DE JOUR SECT. 78 G 1,DE GASSICOURT,79 R DE GASSICOURT,130335330,130331589,Centres Hospitaliers,29766,48.9945972,1.7059401,"48.9945972, 1.7059401",MANTES LA JOLIE,http://www.wikidata.org/entity/Q207253
780700027,CMPR DE BAZINCOURT,DE VERNEUIL,RTE DE VERNEUIL,130904063,134748292,Etablissements de Soins de Suite et de RÃ©adaptation,20782,48.970397,1.944629,"48.970397, 1.944629",CHAPET,http://www.wikidata.org/entity/Q399465
780820379,CENTRE MEDICO-PSY SECT.78 I 2,DE L'ECHO,14 R DE L'ECHO,139709313,139743218,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.972673,2.027372,"48.972673, 2.027372",CHANTELOUP LES VIGNES,http://www.wikidata.org/entity/Q399435
950008698,CMP,DE L'ECLIPSE,10 R DE L'ECLIPSE,130758950,130758952,Autres Etablissements de Lutte contre les Maladies Mentales,39085,49.0512627,2.0304689,"49.0512627, 2.0304689",CERGY,http://www.wikidata.org/entity/Q193903
950001743,CTRE THERAPEUTIQUE ASTREA,DE LA GRANDE OURS,11 R DE LA GRANDE OURS,130758340,,Autres Etablissements de Lutte contre les Maladies Mentales,33247,49.0522778,2.0319485,"49.0522778, 2.0319485",CERGY,http://www.wikidata.org/entity/Q193903
780000360,LONG SEJOUR DU CENTRE DE GERONTOLOGIE,JEAN MERMOZ,1 R JEAN MERMOZ,130073400,130529938,Etablissements de Soins de Longue DurÃ©e,367,48.707444,2.0342891,"48.707444, 2.0342891",CHEVREUSE,http://www.wikidata.org/entity/Q399366
